epoch,latitude,longitude,altitude_m
0.0,47.450000,-122.310000,200.0
8.0,47.509903,-122.420720,372.1
16.0,47.569804,-122.531440,542.8
24.0,47.629698,-122.642160,712.2
32.0,47.689582,-122.752880,880.1
1,584.0,58.123033,-144.232560,7,316.6
1,592.0,58.179272,-144.343280,7,215.0
1,600.0,58.235632,-144.454000,7,112.0
1,608.0,58.292112,-144.564720,7,007.6
1,616.0,58.348711,-144.675440,6,901.9
1,624.0,58.405429,-144.786160,6,794.7
1,632.0,58.462263,-144.896880,6,686.2
1,640.0,58.519213,-145.007600,6,576.3
1,648.0,58.576277,-145.118320,6,465.0
1,656.0,58.633454,-145.229040,6,352.4
1,664.0,58.690743,-145.339760,6,238.3
1,672.0,58.748141,-145.450480,6,122.9
1,680.0,58.805648,-145.561200,6,006.1
1,688.0,58.863262,-145.671920,5,887.9
1,696.0,58.920981,-145.782640,5,768.3
1,704.0,58.978803,-145.893360,5,647.3
1,712.0,59.036726,-146.004080,5,525.0
1,720.0,59.094749,-146.114800,5,401.3
1,728.0,59.152869,-146.225520,5,276.2
1,736.0,59.211085,-146.336240,5,149.7
1,744.0,59.269393,-146.446960,5,021.8
1,752.0,59.327793,-146.557680,4,892.6
1,760.0,59.386282,-146.668400,4,761.9
1,768.0,59.444858,-146.779120,4,629.9
1,776.0,59.503518,-146.889840,4,496.5
1,784.0,59.562260,-147.000560,4,361.7
1,792.0,59.621081,-147.111280,4,225.5
1,800.0,59.679980,-147.222000,4,088.0
1,808.0,59.738952,-147.332720,3,949.1
1,816.0,59.797997,-147.443440,3,808.8
1,824.0,59.857111,-147.554160,3,667.1
1,832.0,59.916292,-147.664880,3,524.0
1,840.0,59.975536,-147.775600,3,379.5
1,848.0,60.034842,-147.886320,3,233.7
1,856.0,60.094206,-147.997040,3,086.5
1,864.0,60.153625,-148.107760,2,937.8
1,872.0,60.213097,-148.218480,2,787.9
1,880.0,60.272619,-148.329200,2,636.5
1,888.0,60.332187,-148.439920,2,483.7
1,896.0,60.391800,-148.550640,2,329.6
1,904.0,60.451453,-148.661360,2,174.1
1,912.0,60.511144,-148.772080,2,017.2
1,920.0,60.570870,-148.882800,1,858.9
1,928.0,60.630628,-148.993520,1,699.2
1,936.0,60.690414,-149.104240,1,538.2
1,944.0,60.750226,-149.214960,1,375.7
1,952.0,60.810060,-149.325680,1,211.9
1,960.0,60.869914,-149.436400,1,046.7
1,968.0,60.929784,-149.547120,880.1
1,976.0,60.989667,-149.657840,712.2
1,984.0,61.049560,-149.768560,542.8
1,992.0,61.109460,-149.879280,372.1
2,000.0,61.169363,-149.990000,200.0
