epoch,latitude,longitude,altitude_m
0.0,39.860000,-104.670000,200.0
8.0,39.873463,-104.602960,372.1
16.0,39.886924,-104.535920,542.8
24.0,39.900378,-104.468880,712.2
32.0,39.913822,-104.401840,880.1
1,136.0,40.975934,-95.150320,10,800.2
1,144.0,40.979825,-95.083280,10,776.1
1,152.0,40.983770,-95.016240,10,750.5
1,160.0,40.987773,-94.949200,10,723.5
1,168.0,40.991837,-94.882160,10,695.2
1,176.0,40.995964,-94.815120,10,665.5
1,184.0,41.000157,-94.748080,10,634.4
1,192.0,41.004419,-94.681040,10,601.9
1,200.0,41.008752,-94.614000,10,568.0
1,208.0,41.013160,-94.546960,10,532.7
1,216.0,41.017643,-94.479920,10,496.1
1,224.0,41.022206,-94.412880,10,458.1
1,232.0,41.026851,-94.345840,10,418.7
1,240.0,41.031579,-94.278800,10,377.9
1,248.0,41.036393,-94.211760,10,335.8
1,256.0,41.041296,-94.144720,10,292.2
1,264.0,41.046290,-94.077680,10,247.3
1,272.0,41.051376,-94.010640,10,201.0
1,280.0,41.056558,-93.943600,10,153.3
1,288.0,41.061836,-93.876560,10,104.2
1,296.0,41.067214,-93.809520,10,053.7
1,304.0,41.072692,-93.742480,10,001.9
1,312.0,41.078274,-93.675440,9,948.7
1,320.0,41.083960,-93.608400,9,894.1
1,328.0,41.089753,-93.541360,9,838.1
1,336.0,41.095653,-93.474320,9,780.7
1,344.0,41.101664,-93.407280,9,722.0
1,352.0,41.107785,-93.340240,9,661.8
1,360.0,41.114019,-93.273200,9,600.3
1,368.0,41.120368,-93.206160,9,537.4
1,376.0,41.126831,-93.139120,9,473.1
1,384.0,41.133412,-93.072080,9,407.5
1,392.0,41.140110,-93.005040,9,340.4
1,400.0,41.146927,-92.938000,9,272.0
1,408.0,41.153864,-92.870960,9,202.2
1,416.0,41.160922,-92.803920,9,131.0
1,424.0,41.168101,-92.736880,9,058.4
1,432.0,41.175404,-92.669840,8,984.5
1,440.0,41.182829,-92.602800,8,909.1
1,448.0,41.190378,-92.535760,8,832.4
1,456.0,41.198052,-92.468720,8,754.3
1,464.0,41.205851,-92.401680,8,674.8
1,472.0,41.213775,-92.334640,8,593.9
1,480.0,41.221825,-92.267600,8,511.7
1,488.0,41.230001,-92.200560,8,428.0
1,496.0,41.238302,-92.133520,8,343.0
1,504.0,41.246730,-92.066480,8,256.6
1,512.0,41.255285,-91.999440,8,168.8
1,520.0,41.263965,-91.932400,8,079.7
1,528.0,41.272771,-91.865360,7,989.1
1,536.0,41.281703,-91.798320,7,897.2
1,544.0,41.290761,-91.731280,7,803.9
1,552.0,41.299943,-91.664240,7,709.2
1,560.0,41.309250,-91.597200,7,613.1
1,568.0,41.318681,-91.530160,7,515.7
1,576.0,41.328236,-91.463120,7,416.8
1,584.0,41.337913,-91.396080,7,316.6
1,592.0,41.347712,-91.329040,7,215.0
1,600.0,41.357632,-91.262000,7,112.0
1,608.0,41.367672,-91.194960,7,007.6
1,616.0,41.377831,-91.127920,6,901.9
1,624.0,41.388109,-91.060880,6,794.7
1,632.0,41.398503,-90.993840,6,686.2
1,640.0,41.409013,-90.926800,6,576.3
1,648.0,41.419637,-90.859760,6,465.0
1,656.0,41.430374,-90.792720,6,352.4
1,664.0,41.441223,-90.725680,6,238.3
1,672.0,41.452181,-90.658640,6,122.9
1,680.0,41.463248,-90.591600,6,006.1
1,688.0,41.474422,-90.524560,5,887.9
1,696.0,41.485701,-90.457520,5,768.3
1,704.0,41.497083,-90.390480,5,647.3
1,712.0,41.508566,-90.323440,5,525.0
1,720.0,41.520149,-90.256400,5,401.3
1,728.0,41.531829,-90.189360,5,276.2
1,736.0,41.543605,-90.122320,5,149.7
1,744.0,41.555473,-90.055280,5,021.8
1,752.0,41.567433,-89.988240,4,892.6
1,760.0,41.579482,-89.921200,4,761.9
1,768.0,41.591618,-89.854160,4,629.9
1,776.0,41.603838,-89.787120,4,496.5
1,784.0,41.616140,-89.720080,4,361.7
1,792.0,41.628521,-89.653040,4,225.5
1,800.0,41.640980,-89.586000,4,088.0
1,808.0,41.653512,-89.518960,3,949.1
1,816.0,41.666117,-89.451920,3,808.8
1,824.0,41.678791,-89.384880,3,667.1
1,832.0,41.691532,-89.317840,3,524.0
1,840.0,41.704336,-89.250800,3,379.5
1,848.0,41.717202,-89.183760,3,233.7
1,856.0,41.730126,-89.116720,3,086.5
1,864.0,41.743105,-89.049680,2,937.8
1,872.0,41.756137,-88.982640,2,787.9
1,880.0,41.769219,-88.915600,2,636.5
1,888.0,41.782347,-88.848560,2,483.7
1,896.0,41.795520,-88.781520,2,329.6
1,904.0,41.808733,-88.714480,2,174.1
1,912.0,41.821984,-88.647440,2,017.2
1,920.0,41.835270,-88.580400,1,858.9
1,928.0,41.848588,-88.513360,1,699.2
1,936.0,41.861934,-88.446320,1,538.2
1,944.0,41.875306,-88.379280,1,375.7
1,952.0,41.888700,-88.312240,1,211.9
1,960.0,41.902114,-88.245200,1,046.7
1,968.0,41.915544,-88.178160,880.1
1,976.0,41.928987,-88.111120,712.2
1,984.0,41.942440,-88.044080,542.8
1,992.0,41.955900,-87.977040,372.1
2,000.0,41.969363,-87.910000,200.0
