t,lat,lon,alt
724.5,-34.841695,151.629355,3743.6
730.2,-34.848692,151.632889,3660.3
735.8,-34.855690,151.636423,3575.8
741.5,-34.862687,151.639957,3490.3
747.2,-34.869685,151.643491,3403.7
752.8,-34.876683,151.647025,3316.1
758.5,-34.883680,151.650559,3227.5
764.2,-34.890678,151.654093,3137.9
769.8,-34.897676,151.657627,3047.5
775.5,-34.904673,151.661161,2956.2
781.1,-34.911671,151.664695,2864.0
786.8,-34.918668,151.668229,2771.0
792.5,-34.925666,151.671763,2677.3
798.1,-34.932664,151.675297,2582.8
803.8,-34.939661,151.678831,2487.6
809.4,-34.946659,151.682365,2391.8
815.1,-34.953656,151.685900,2295.3
820.8,-34.960654,151.689434,2198.3
826.4,-34.967652,151.692968,2100.7
832.1,-34.974649,151.696502,2002.6
837.7,-34.981647,151.700036,1904.1
843.4,-34.988644,151.703570,1805.1
849.1,-34.995642,151.707104,1705.7
854.7,-35.002640,151.710638,1605.9
860.4,-35.009637,151.714172,1505.9
866.0,-35.016635,151.717706,1405.6
871.7,-35.023633,151.721240,1305.0
877.4,-35.030630,151.724774,1204.2
883.0,-35.037628,151.728308,1103.3
888.7,-35.044625,151.731842,1002.3
894.3,-35.051623,151.735376,901.2
900.0,-35.058621,151.738910,800.0
