epoch,latitude,longitude,altitude_m
0.0,34.050000,-118.240000,200.0
8.0,34.109263,-118.256360,372.1
16.0,34.168524,-118.272720,542.8
24.0,34.227778,-118.289080,712.2
32.0,34.287022,-118.305440,880.1
824.0,39.741978,-119.925080,10,665.5
832.0,39.791914,-119.941440,10,695.2
840.0,39.841785,-119.957800,10,723.5
848.0,39.891596,-119.974160,10,750.5
856.0,39.941348,-119.990520,10,776.1
864.0,39.991046,-120.006880,10,800.2
872.0,40.040690,-120.023240,10,823.1
880.0,40.090285,-120.039600,10,844.5
888.0,40.139834,-120.055960,10,864.5
896.0,40.189339,-120.072320,10,883.2
904.0,40.238803,-120.088680,10,900.5
912.0,40.288230,-120.105040,10,916.4
920.0,40.337622,-120.121400,10,930.9
928.0,40.386982,-120.137760,10,944.0
936.0,40.436314,-120.154120,10,955.8
944.0,40.485621,-120.170480,10,966.1
952.0,40.534905,-120.186840,10,975.1
960.0,40.584170,-120.203200,10,982.7
968.0,40.633419,-120.219560,10,988.9
976.0,40.682655,-120.235920,10,993.8
984.0,40.731882,-120.252280,10,997.2
992.0,40.781102,-120.268640,10,999.3
1,000.0,40.830319,-120.285000,11,000.0
1,008.0,40.879535,-120.301360,10,999.3
1,016.0,40.928754,-120.317720,10,997.2
1,024.0,40.977980,-120.334080,10,993.8
1,032.0,41.027215,-120.350440,10,988.9
1,040.0,41.076462,-120.366800,10,982.7
1,048.0,41.125725,-120.383160,10,975.1
1,056.0,41.175007,-120.399520,10,966.1
1,064.0,41.224310,-120.415880,10,955.8
1,072.0,41.273639,-120.432240,10,944.0
1,080.0,41.322995,-120.448600,10,930.9
1,088.0,41.372383,-120.464960,10,916.4
1,096.0,41.421805,-120.481320,10,900.5
1,104.0,41.471264,-120.497680,10,883.2
1,112.0,41.520764,-120.514040,10,864.5
1,120.0,41.570307,-120.530400,10,844.5
1,128.0,41.619896,-120.546760,10,823.1
1,136.0,41.669534,-120.563120,10,800.2
1,144.0,41.719225,-120.579480,10,776.1
1,152.0,41.768970,-120.595840,10,750.5
1,160.0,41.818773,-120.612200,10,723.5
1,168.0,41.868637,-120.628560,10,695.2
1,176.0,41.918564,-120.644920,10,665.5
1,184.0,41.968557,-120.661280,10,634.4
1,192.0,42.018619,-120.677640,10,601.9
1,200.0,42.068752,-120.694000,10,568.0
1,208.0,42.118960,-120.710360,10,532.7
1,216.0,42.169243,-120.726720,10,496.1
1,224.0,42.219606,-120.743080,10,458.1
1,232.0,42.270051,-120.759440,10,418.7
1,240.0,42.320579,-120.775800,10,377.9
1,248.0,42.371193,-120.792160,10,335.8
1,256.0,42.421896,-120.808520,10,292.2
1,264.0,42.472690,-120.824880,10,247.3
1,272.0,42.523576,-120.841240,10,201.0
1,280.0,42.574558,-120.857600,10,153.3
1,288.0,42.625636,-120.873960,10,104.2
1,296.0,42.676814,-120.890320,10,053.7
1,304.0,42.728092,-120.906680,10,001.9
1,312.0,42.779474,-120.923040,9,948.7
1,320.0,42.830960,-120.939400,9,894.1
1,328.0,42.882553,-120.955760,9,838.1
1,336.0,42.934253,-120.972120,9,780.7
1,344.0,42.986064,-120.988480,9,722.0
1,352.0,43.037985,-121.004840,9,661.8
1,360.0,43.090019,-121.021200,9,600.3
1,368.0,43.142168,-121.037560,9,537.4
1,376.0,43.194431,-121.053920,9,473.1
1,384.0,43.246812,-121.070280,9,407.5
1,392.0,43.299310,-121.086640,9,340.4
1,400.0,43.351927,-121.103000,9,272.0
1,408.0,43.404664,-121.119360,9,202.2
1,416.0,43.457522,-121.135720,9,131.0
1,424.0,43.510501,-121.152080,9,058.4
1,432.0,43.563604,-121.168440,8,984.5
1,440.0,43.616829,-121.184800,8,909.1
1,448.0,43.670178,-121.201160,8,832.4
1,456.0,43.723652,-121.217520,8,754.3
1,464.0,43.777251,-121.233880,8,674.8
1,472.0,43.830975,-121.250240,8,593.9
1,480.0,43.884825,-121.266600,8,511.7
1,488.0,43.938801,-121.282960,8,428.0
1,496.0,43.992902,-121.299320,8,343.0
1,504.0,44.047130,-121.315680,8,256.6
1,512.0,44.101485,-121.332040,8,168.8
1,520.0,44.155965,-121.348400,8,079.7
1,528.0,44.210571,-121.364760,7,989.1
1,536.0,44.265303,-121.381120,7,897.2
1,544.0,44.320161,-121.397480,7,803.9
1,552.0,44.375143,-121.413840,7,709.2
1,560.0,44.430250,-121.430200,7,613.1
1,568.0,44.485481,-121.446560,7,515.7
1,576.0,44.540836,-121.462920,7,416.8
1,584.0,44.596313,-121.479280,7,316.6
1,592.0,44.651912,-121.495640,7,215.0
1,600.0,44.707632,-121.512000,7,112.0
1,608.0,44.763472,-121.528360,7,007.6
1,616.0,44.819431,-121.544720,6,901.9
1,624.0,44.875509,-121.561080,6,794.7
1,632.0,44.931703,-121.577440,6,686.2
1,640.0,44.988013,-121.593800,6,576.3
1,648.0,45.044437,-121.610160,6,465.0
1,656.0,45.100974,-121.626520,6,352.4
1,664.0,45.157623,-121.642880,6,238.3
1,672.0,45.214381,-121.659240,6,122.9
1,680.0,45.271248,-121.675600,6,006.1
1,688.0,45.328222,-121.691960,5,887.9
1,696.0,45.385301,-121.708320,5,768.3
1,704.0,45.442483,-121.724680,5,647.3
1,712.0,45.499766,-121.741040,5,525.0
1,720.0,45.557149,-121.757400,5,401.3
1,728.0,45.614629,-121.773760,5,276.2
1,736.0,45.672205,-121.790120,5,149.7
1,744.0,45.729873,-121.806480,5,021.8
1,752.0,45.787633,-121.822840,4,892.6
1,760.0,45.845482,-121.839200,4,761.9
1,768.0,45.903418,-121.855560,4,629.9
1,776.0,45.961438,-121.871920,4,496.5
1,784.0,46.019540,-121.888280,4,361.7
1,792.0,46.077721,-121.904640,4,225.5
1,800.0,46.135980,-121.921000,4,088.0
1,808.0,46.194312,-121.937360,3,949.1
1,816.0,46.252717,-121.953720,3,808.8
1,824.0,46.311191,-121.970080,3,667.1
1,832.0,46.369732,-121.986440,3,524.0
1,840.0,46.428336,-122.002800,3,379.5
1,848.0,46.487002,-122.019160,3,233.7
1,856.0,46.545726,-122.035520,3,086.5
1,864.0,46.604505,-122.051880,2,937.8
1,872.0,46.663337,-122.068240,2,787.9
1,880.0,46.722219,-122.084600,2,636.5
1,888.0,46.781147,-122.100960,2,483.7
1,896.0,46.840120,-122.117320,2,329.6
1,904.0,46.899133,-122.133680,2,174.1
1,912.0,46.958184,-122.150040,2,017.2
1,920.0,47.017270,-122.166400,1,858.9
1,928.0,47.076388,-122.182760,1,699.2
1,936.0,47.135534,-122.199120,1,538.2
1,944.0,47.194706,-122.215480,1,375.7
1,952.0,47.253900,-122.231840,1,211.9
1,960.0,47.313114,-122.248200,1,046.7
1,968.0,47.372344,-122.264560,880.1
1,976.0,47.431587,-122.280920,712.2
1,984.0,47.490840,-122.297280,542.8
1,992.0,47.550100,-122.313640,372.1
2,000.0,47.609363,-122.330000,200.0
