epoch,latitude,longitude,altitude_m
0.0,1.290000,103.850000,200.0
8.0,1.432583,103.993360,372.1
16.0,1.575164,104.136720,542.8
24.0,1.717738,104.280080,712.2
32.0,1.860302,104.423440,880.1
752.0,14.361340,117.325840,10,335.8
760.0,14.495286,117.469200,10,377.9
768.0,14.629145,117.612560,10,418.7
776.0,14.762920,117.755920,10,458.1
784.0,14.896613,117.899280,10,496.1
792.0,15.030226,118.042640,10,532.7
800.0,15.163763,118.186000,10,568.0
808.0,15.297226,118.329360,10,601.9
816.0,15.430616,118.472720,10,634.4
824.0,15.563938,118.616080,10,665.5
832.0,15.697194,118.759440,10,695.2
840.0,15.830385,118.902800,10,723.5
848.0,15.963516,119.046160,10,750.5
856.0,16.096588,119.189520,10,776.1
864.0,16.229606,119.332880,10,800.2
872.0,16.362570,119.476240,10,823.1
880.0,16.495485,119.619600,10,844.5
888.0,16.628354,119.762960,10,864.5
896.0,16.761179,119.906320,10,883.2
904.0,16.893963,120.049680,10,900.5
912.0,17.026710,120.193040,10,916.4
920.0,17.159422,120.336400,10,930.9
928.0,17.292102,120.479760,10,944.0
936.0,17.424754,120.623120,10,955.8
944.0,17.557381,120.766480,10,966.1
952.0,17.689985,120.909840,10,975.1
960.0,17.822570,121.053200,10,982.7
968.0,17.955139,121.196560,10,988.9
976.0,18.087695,121.339920,10,993.8
984.0,18.220242,121.483280,10,997.2
992.0,18.352782,121.626640,10,999.3
1,000.0,18.485319,121.770000,11,000.0
1,008.0,18.617855,121.913360,10,999.3
1,016.0,18.750394,122.056720,10,997.2
1,024.0,18.882940,122.200080,10,993.8
1,032.0,19.015495,122.343440,10,988.9
1,040.0,19.148062,122.486800,10,982.7
1,048.0,19.280645,122.630160,10,975.1
1,056.0,19.413247,122.773520,10,966.1
1,064.0,19.545870,122.916880,10,955.8
1,072.0,19.678519,123.060240,10,944.0
1,080.0,19.811195,123.203600,10,930.9
1,088.0,19.943903,123.346960,10,916.4
1,096.0,20.076645,123.490320,10,900.5
1,104.0,20.209424,123.633680,10,883.2
1,112.0,20.342244,123.777040,10,864.5
1,120.0,20.475107,123.920400,10,844.5
1,128.0,20.608016,124.063760,10,823.1
1,136.0,20.740974,124.207120,10,800.2
1,144.0,20.873985,124.350480,10,776.1
1,152.0,21.007050,124.493840,10,750.5
1,160.0,21.140173,124.637200,10,723.5
1,168.0,21.273357,124.780560,10,695.2
1,176.0,21.406604,124.923920,10,665.5
1,184.0,21.539917,125.067280,10,634.4
1,192.0,21.673299,125.210640,10,601.9
1,200.0,21.806752,125.354000,10,568.0
1,208.0,21.940280,125.497360,10,532.7
1,216.0,22.073883,125.640720,10,496.1
1,224.0,22.207566,125.784080,10,458.1
1,232.0,22.341331,125.927440,10,418.7
1,240.0,22.475179,126.070800,10,377.9
1,248.0,22.609113,126.214160,10,335.8
1,256.0,22.743136,126.357520,10,292.2
1,264.0,22.877250,126.500880,10,247.3
1,272.0,23.011456,126.644240,10,201.0
1,280.0,23.145758,126.787600,10,153.3
1,288.0,23.280156,126.930960,10,104.2
1,296.0,23.414654,127.074320,10,053.7
1,304.0,23.549252,127.217680,10,001.9
1,312.0,23.683954,127.361040,9,948.7
1,320.0,23.818760,127.504400,9,894.1
1,328.0,23.953673,127.647760,9,838.1
1,336.0,24.088693,127.791120,9,780.7
1,344.0,24.223824,127.934480,9,722.0
1,352.0,24.359065,128.077840,9,661.8
1,360.0,24.494419,128.221200,9,600.3
1,368.0,24.629888,128.364560,9,537.4
1,376.0,24.765471,128.507920,9,473.1
1,384.0,24.901172,128.651280,9,407.5
1,392.0,25.036990,128.794640,9,340.4
1,400.0,25.172927,128.938000,9,272.0
1,408.0,25.308984,129.081360,9,202.2
1,416.0,25.445162,129.224720,9,131.0
1,424.0,25.581461,129.368080,9,058.4
1,432.0,25.717884,129.511440,8,984.5
1,440.0,25.854429,129.654800,8,909.1
1,448.0,25.991098,129.798160,8,832.4
1,456.0,26.127892,129.941520,8,754.3
1,464.0,26.264811,130.084880,8,674.8
1,472.0,26.401855,130.228240,8,593.9
1,480.0,26.539025,130.371600,8,511.7
1,488.0,26.676321,130.514960,8,428.0
1,496.0,26.813742,130.658320,8,343.0
1,504.0,26.951290,130.801680,8,256.6
1,512.0,27.088965,130.945040,8,168.8
1,520.0,27.226765,131.088400,8,079.7
1,528.0,27.364691,131.231760,7,989.1
1,536.0,27.502743,131.375120,7,897.2
1,544.0,27.640921,131.518480,7,803.9
1,552.0,27.779223,131.661840,7,709.2
1,560.0,27.917650,131.805200,7,613.1
1,568.0,28.056201,131.948560,7,515.7
1,576.0,28.194876,132.091920,7,416.8
1,584.0,28.333673,132.235280,7,316.6
1,592.0,28.472592,132.378640,7,215.0
1,600.0,28.611632,132.522000,7,112.0
1,608.0,28.750792,132.665360,7,007.6
1,616.0,28.890071,132.808720,6,901.9
1,624.0,29.029469,132.952080,6,794.7
1,632.0,29.168983,133.095440,6,686.2
1,640.0,29.308613,133.238800,6,576.3
1,648.0,29.448357,133.382160,6,465.0
1,656.0,29.588214,133.525520,6,352.4
1,664.0,29.728183,133.668880,6,238.3
1,672.0,29.868261,133.812240,6,122.9
1,680.0,30.008448,133.955600,6,006.1
1,688.0,30.148742,134.098960,5,887.9
1,696.0,30.289141,134.242320,5,768.3
1,704.0,30.429643,134.385680,5,647.3
1,712.0,30.570246,134.529040,5,525.0
1,720.0,30.710949,134.672400,5,401.3
1,728.0,30.851749,134.815760,5,276.2
1,736.0,30.992645,134.959120,5,149.7
1,744.0,31.133633,135.102480,5,021.8
1,752.0,31.274713,135.245840,4,892.6
1,760.0,31.415882,135.389200,4,761.9
1,768.0,31.557138,135.532560,4,629.9
1,776.0,31.698478,135.675920,4,496.5
1,784.0,31.839900,135.819280,4,361.7
1,792.0,31.981401,135.962640,4,225.5
1,800.0,32.122980,136.106000,4,088.0
1,808.0,32.264632,136.249360,3,949.1
1,816.0,32.406357,136.392720,3,808.8
1,824.0,32.548151,136.536080,3,667.1
1,832.0,32.690012,136.679440,3,524.0
1,840.0,32.831936,136.822800,3,379.5
1,848.0,32.973922,136.966160,3,233.7
1,856.0,33.115966,137.109520,3,086.5
1,864.0,33.258065,137.252880,2,937.8
1,872.0,33.400217,137.396240,2,787.9
1,880.0,33.542419,137.539600,2,636.5
1,888.0,33.684667,137.682960,2,483.7
1,896.0,33.826960,137.826320,2,329.6
1,904.0,33.969293,137.969680,2,174.1
1,912.0,34.111664,138.113040,2,017.2
1,920.0,34.254070,138.256400,1,858.9
1,928.0,34.396508,138.399760,1,699.2
1,936.0,34.538974,138.543120,1,538.2
1,944.0,34.681466,138.686480,1,375.7
1,952.0,34.823980,138.829840,1,211.9
1,960.0,34.966514,138.973200,1,046.7
1,968.0,35.109064,139.116560,880.1
1,976.0,35.251627,139.259920,712.2
1,984.0,35.394200,139.403280,542.8
1,992.0,35.536780,139.546640,372.1
2,000.0,35.679363,139.690000,200.0
