t,lat,lon,alt
446.8,51.703423,-0.863598,6239.7
453.2,51.706806,-0.869419,6239.7
459.7,51.710189,-0.875239,6236.9
466.2,51.713571,-0.881059,6231.3
472.7,51.716954,-0.886879,6223.0
479.1,51.720337,-0.892700,6211.9
485.6,51.723720,-0.898520,6198.0
492.1,51.727103,-0.904340,6181.4
498.6,51.730486,-0.910160,6162.0
505.0,51.733869,-0.915981,6139.9
511.5,51.737252,-0.921801,6115.1
518.0,51.740635,-0.927621,6087.5
524.5,51.744018,-0.933442,6057.3
530.9,51.747401,-0.939262,6024.3
537.4,51.750784,-0.945082,5988.7
543.9,51.754167,-0.950902,5950.5
550.4,51.757550,-0.956723,5909.6
556.8,51.760933,-0.962543,5866.1
563.3,51.764315,-0.968363,5820.0
569.8,51.767698,-0.974183,5771.4
576.3,51.771081,-0.980004,5720.2
582.7,51.774464,-0.985824,5666.5
589.2,51.777847,-0.991644,5610.3
595.7,51.781230,-0.997464,5551.6
602.2,51.784613,-1.003285,5490.6
608.6,51.787996,-1.009105,5427.1
615.1,51.791379,-1.014925,5361.3
621.6,51.794762,-1.020746,5293.1
628.1,51.798145,-1.026566,5222.6
634.5,51.801528,-1.032386,5149.9
641.0,51.804911,-1.038206,5075.0
647.5,51.808294,-1.044027,4997.9
654.0,51.811677,-1.049847,4918.6
660.4,51.815060,-1.055667,4837.2
666.9,51.818442,-1.061487,4753.8
673.4,51.821825,-1.067308,4668.3
679.9,51.825208,-1.073128,4580.9
686.3,51.828591,-1.078948,4491.5
692.8,51.831974,-1.084768,4400.3
699.3,51.835357,-1.090589,4307.2
705.8,51.838740,-1.096409,4212.3
712.2,51.842123,-1.102229,4115.7
718.7,51.845506,-1.108050,4017.4
725.2,51.848889,-1.113870,3917.5
731.7,51.852272,-1.119690,3815.9
738.1,51.855655,-1.125510,3712.8
744.6,51.859038,-1.131331,3608.2
751.1,51.862421,-1.137151,3502.2
757.6,51.865804,-1.142971,3394.8
764.0,51.869187,-1.148791,3286.1
770.5,51.872569,-1.154612,3176.1
777.0,51.875952,-1.160432,3064.9
783.5,51.879335,-1.166252,2952.6
789.9,51.882718,-1.172072,2839.1
796.4,51.886101,-1.177893,2724.6
802.9,51.889484,-1.183713,2609.1
809.4,51.892867,-1.189533,2492.7
815.8,51.896250,-1.195354,2375.5
822.3,51.899633,-1.201174,2257.4
828.8,51.903016,-1.206994,2138.6
835.3,51.906399,-1.212814,2019.1
841.7,51.909782,-1.218635,1898.9
848.2,51.913165,-1.224455,1778.3
854.7,51.916548,-1.230275,1657.1
861.2,51.919931,-1.236095,1535.5
867.6,51.923314,-1.241916,1413.5
874.1,51.926696,-1.247736,1291.1
880.6,51.930079,-1.253556,1168.6
887.1,51.933462,-1.259376,1045.8
893.5,51.936845,-1.265197,922.9
900.0,51.940228,-1.271017,800.0
