epoch,latitude,longitude,altitude_m
0.0,55.750000,37.620000,200.0
8.0,55.769343,37.541800,372.1
16.0,55.788684,37.463600,542.8
24.0,55.808018,37.385400,712.2
32.0,55.827342,37.307200,880.1
1,136.0,57.700894,26.515600,10,800.2
1,144.0,57.710665,26.437400,10,776.1
1,152.0,57.720490,26.359200,10,750.5
1,160.0,57.730373,26.281000,10,723.5
1,168.0,57.740317,26.202800,10,695.2
1,176.0,57.750324,26.124600,10,665.5
1,184.0,57.760397,26.046400,10,634.4
1,192.0,57.770539,25.968200,10,601.9
1,200.0,57.780752,25.890000,10,568.0
1,208.0,57.791040,25.811800,10,532.7
1,216.0,57.801403,25.733600,10,496.1
1,224.0,57.811846,25.655400,10,458.1
1,232.0,57.822371,25.577200,10,418.7
1,240.0,57.832979,25.499000,10,377.9
1,248.0,57.843673,25.420800,10,335.8
1,256.0,57.854456,25.342600,10,292.2
1,264.0,57.865330,25.264400,10,247.3
1,272.0,57.876296,25.186200,10,201.0
1,280.0,57.887358,25.108000,10,153.3
1,288.0,57.898516,25.029800,10,104.2
1,296.0,57.909774,24.951600,10,053.7
1,304.0,57.921132,24.873400,10,001.9
1,312.0,57.932594,24.795200,9,948.7
1,320.0,57.944160,24.717000,9,894.1
1,328.0,57.955833,24.638800,9,838.1
1,336.0,57.967613,24.560600,9,780.7
1,344.0,57.979504,24.482400,9,722.0
1,352.0,57.991505,24.404200,9,661.8
1,360.0,58.003619,24.326000,9,600.3
1,368.0,58.015848,24.247800,9,537.4
1,376.0,58.028191,24.169600,9,473.1
1,384.0,58.040652,24.091400,9,407.5
1,392.0,58.053230,24.013200,9,340.4
1,400.0,58.065927,23.935000,9,272.0
1,408.0,58.078744,23.856800,9,202.2
1,416.0,58.091682,23.778600,9,131.0
1,424.0,58.104741,23.700400,9,058.4
1,432.0,58.117924,23.622200,8,984.5
1,440.0,58.131229,23.544000,8,909.1
1,448.0,58.144658,23.465800,8,832.4
1,456.0,58.158212,23.387600,8,754.3
1,464.0,58.171891,23.309400,8,674.8
1,472.0,58.185695,23.231200,8,593.9
1,480.0,58.199625,23.153000,8,511.7
1,488.0,58.213681,23.074800,8,428.0
1,496.0,58.227862,22.996600,8,343.0
1,504.0,58.242170,22.918400,8,256.6
1,512.0,58.256605,22.840200,8,168.8
1,520.0,58.271165,22.762000,8,079.7
1,528.0,58.285851,22.683800,7,989.1
1,536.0,58.300663,22.605600,7,897.2
1,544.0,58.315601,22.527400,7,803.9
1,552.0,58.330663,22.449200,7,709.2
1,560.0,58.345850,22.371000,7,613.1
1,568.0,58.361161,22.292800,7,515.7
1,576.0,58.376596,22.214600,7,416.8
1,584.0,58.392153,22.136400,7,316.6
1,592.0,58.407832,22.058200,7,215.0
1,600.0,58.423632,21.980000,7,112.0
1,608.0,58.439552,21.901800,7,007.6
1,616.0,58.455591,21.823600,6,901.9
1,624.0,58.471749,21.745400,6,794.7
1,632.0,58.488023,21.667200,6,686.2
1,640.0,58.504413,21.589000,6,576.3
1,648.0,58.520917,21.510800,6,465.0
1,656.0,58.537534,21.432600,6,352.4
1,664.0,58.554263,21.354400,6,238.3
1,672.0,58.571101,21.276200,6,122.9
1,680.0,58.588048,21.198000,6,006.1
1,688.0,58.605102,21.119800,5,887.9
1,696.0,58.622261,21.041600,5,768.3
1,704.0,58.639523,20.963400,5,647.3
1,712.0,58.656886,20.885200,5,525.0
1,720.0,58.674349,20.807000,5,401.3
1,728.0,58.691909,20.728800,5,276.2
1,736.0,58.709565,20.650600,5,149.7
1,744.0,58.727313,20.572400,5,021.8
1,752.0,58.745153,20.494200,4,892.6
1,760.0,58.763082,20.416000,4,761.9
1,768.0,58.781098,20.337800,4,629.9
1,776.0,58.799198,20.259600,4,496.5
1,784.0,58.817380,20.181400,4,361.7
1,792.0,58.835641,20.103200,4,225.5
1,800.0,58.853980,20.025000,4,088.0
1,808.0,58.872392,19.946800,3,949.1
1,816.0,58.890877,19.868600,3,808.8
1,824.0,58.909431,19.790400,3,667.1
1,832.0,58.928052,19.712200,3,524.0
1,840.0,58.946736,19.634000,3,379.5
1,848.0,58.965482,19.555800,3,233.7
1,856.0,58.984286,19.477600,3,086.5
1,864.0,59.003145,19.399400,2,937.8
1,872.0,59.022057,19.321200,2,787.9
1,880.0,59.041019,19.243000,2,636.5
1,888.0,59.060027,19.164800,2,483.7
1,896.0,59.079080,19.086600,2,329.6
1,904.0,59.098173,19.008400,2,174.1
1,912.0,59.117304,18.930200,2,017.2
1,920.0,59.136470,18.852000,1,858.9
1,928.0,59.155668,18.773800,1,699.2
1,936.0,59.174894,18.695600,1,538.2
1,944.0,59.194146,18.617400,1,375.7
1,952.0,59.213420,18.539200,1,211.9
1,960.0,59.232714,18.461000,1,046.7
1,968.0,59.252024,18.382800,880.1
1,976.0,59.271347,18.304600,712.2
1,984.0,59.290680,18.226400,542.8
1,992.0,59.310020,18.148200,372.1
2,000.0,59.329363,18.070000,200.0
