t,lat,lon,alt
388.5,-23.944744,-45.740009,6505.9
395.0,-23.953239,-45.727792,6532.6
401.4,-23.961735,-45.715576,6556.3
407.9,-23.970231,-45.703359,6577.1
414.4,-23.978727,-45.691143,6594.9
420.9,-23.987222,-45.678926,6609.8
427.3,-23.995718,-45.666710,6621.7
433.8,-24.004214,-45.654493,6630.7
440.3,-24.012710,-45.642277,6636.6
446.8,-24.021205,-45.630060,6639.6
453.2,-24.029701,-45.617843,6639.6
459.7,-24.038197,-45.605627,6636.6
466.2,-24.046692,-45.593410,6630.7
472.7,-24.055188,-45.581194,6621.7
479.1,-24.063684,-45.568977,6609.8
485.6,-24.072180,-45.556761,6594.9
492.1,-24.080675,-45.544544,6577.1
498.6,-24.089171,-45.532328,6556.3
505.0,-24.097667,-45.520111,6532.6
511.5,-24.106163,-45.507895,6505.9
518.0,-24.114658,-45.495678,6476.3
524.5,-24.123154,-45.483462,6443.8
530.9,-24.131650,-45.471245,6408.5
537.4,-24.140145,-45.459029,6370.3
543.9,-24.148641,-45.446812,6329.2
550.4,-24.157137,-45.434596,6285.3
556.8,-24.165633,-45.422379,6238.6
563.3,-24.174128,-45.410163,6189.1
569.8,-24.182624,-45.397946,6136.9
576.3,-24.191120,-45.385730,6081.9
582.7,-24.199616,-45.373513,6024.3
589.2,-24.208111,-45.361296,5964.0
595.7,-24.216607,-45.349080,5901.0
602.2,-24.225103,-45.336863,5835.4
608.6,-24.233598,-45.324647,5767.3
615.1,-24.242094,-45.312430,5696.6
621.6,-24.250590,-45.300214,5623.5
628.1,-24.259086,-45.287997,5547.8
634.5,-24.267581,-45.275781,5469.8
641.0,-24.276077,-45.263564,5389.3
647.5,-24.284573,-45.251348,5306.5
654.0,-24.293069,-45.239131,5221.4
660.4,-24.301564,-45.226915,5134.1
666.9,-24.310060,-45.214698,5044.5
673.4,-24.318556,-45.202482,4952.8
679.9,-24.327051,-45.190265,4858.9
686.3,-24.335547,-45.178049,4763.0
692.8,-24.344043,-45.165832,4665.0
699.3,-24.352539,-45.153616,4565.1
705.8,-24.361034,-45.141399,4463.3
712.2,-24.369530,-45.129183,4359.5
718.7,-24.378026,-45.116966,4254.0
725.2,-24.386522,-45.104750,4146.7
731.7,-24.395017,-45.092533,4037.7
738.1,-24.403513,-45.080316,3927.0
744.6,-24.412009,-45.068100,3814.7
751.1,-24.420504,-45.055883,3700.9
757.6,-24.429000,-45.043667,3585.6
764.0,-24.437496,-45.031450,3468.9
770.5,-24.445992,-45.019234,3350.9
777.0,-24.454487,-45.007017,3231.5
783.5,-24.462983,-44.994801,3110.9
789.9,-24.471479,-44.982584,2989.1
796.4,-24.479975,-44.970368,2866.1
802.9,-24.488470,-44.958151,2742.2
809.4,-24.496966,-44.945935,2617.2
815.8,-24.505462,-44.933718,2491.3
822.3,-24.513958,-44.921502,2364.6
828.8,-24.522453,-44.909285,2237.0
835.3,-24.530949,-44.897069,2108.7
841.7,-24.539445,-44.884852,1979.8
848.2,-24.547940,-44.872636,1850.2
854.7,-24.556436,-44.860419,1720.1
861.2,-24.564932,-44.848203,1589.5
867.6,-24.573428,-44.835986,1458.6
874.1,-24.581923,-44.823770,1327.2
880.6,-24.590419,-44.811553,1195.7
887.1,-24.598915,-44.799336,1063.9
893.5,-24.607411,-44.787120,932.0
900.0,-24.615906,-44.774903,800.0
