epoch,latitude,longitude,altitude_m
0.0,40.080000,116.600000,200.0
8.0,39.930143,116.549560,372.1
16.0,39.780284,116.499120,542.8
24.0,39.630418,116.448680,712.2
32.0,39.480542,116.398240,880.1
1,096.0,18.802365,109.689720,10,900.5
1,104.0,18.642704,109.639280,10,883.2
1,112.0,18.483084,109.588840,10,864.5
1,120.0,18.323507,109.538400,10,844.5
1,128.0,18.163976,109.487960,10,823.1
1,136.0,18.004494,109.437520,10,800.2
1,144.0,17.845065,109.387080,10,776.1
1,152.0,17.685690,109.336640,10,750.5
1,160.0,17.526373,109.286200,10,723.5
1,168.0,17.367117,109.235760,10,695.2
1,176.0,17.207924,109.185320,10,665.5
1,184.0,17.048797,109.134880,10,634.4
1,192.0,16.889739,109.084440,10,601.9
1,200.0,16.730752,109.034000,10,568.0
1,208.0,16.571840,108.983560,10,532.7
1,216.0,16.413003,108.933120,10,496.1
1,224.0,16.254246,108.882680,10,458.1
1,232.0,16.095571,108.832240,10,418.7
1,240.0,15.936979,108.781800,10,377.9
1,248.0,15.778473,108.731360,10,335.8
1,256.0,15.620056,108.680920,10,292.2
1,264.0,15.461730,108.630480,10,247.3
1,272.0,15.303496,108.580040,10,201.0
1,280.0,15.145358,108.529600,10,153.3
1,288.0,14.987316,108.479160,10,104.2
1,296.0,14.829374,108.428720,10,053.7
1,304.0,14.671532,108.378280,10,001.9
1,312.0,14.513794,108.327840,9,948.7
1,320.0,14.356160,108.277400,9,894.1
1,328.0,14.198633,108.226960,9,838.1
1,336.0,14.041213,108.176520,9,780.7
1,344.0,13.883904,108.126080,9,722.0
1,352.0,13.726705,108.075640,9,661.8
1,360.0,13.569619,108.025200,9,600.3
1,368.0,13.412648,107.974760,9,537.4
1,376.0,13.255791,107.924320,9,473.1
1,384.0,13.099052,107.873880,9,407.5
1,392.0,12.942430,107.823440,9,340.4
1,400.0,12.785927,107.773000,9,272.0
1,408.0,12.629544,107.722560,9,202.2
1,416.0,12.473282,107.672120,9,131.0
1,424.0,12.317141,107.621680,9,058.4
1,432.0,12.161124,107.571240,8,984.5
1,440.0,12.005229,107.520800,8,909.1
1,448.0,11.849458,107.470360,8,832.4
1,456.0,11.693812,107.419920,8,754.3
1,464.0,11.538291,107.369480,8,674.8
1,472.0,11.382895,107.319040,8,593.9
1,480.0,11.227625,107.268600,8,511.7
1,488.0,11.072481,107.218160,8,428.0
1,496.0,10.917462,107.167720,8,343.0
1,504.0,10.762570,107.117280,8,256.6
1,512.0,10.607805,107.066840,8,168.8
1,520.0,10.453165,107.016400,8,079.7
1,528.0,10.298651,106.965960,7,989.1
1,536.0,10.144263,106.915520,7,897.2
1,544.0,9.990001,106.865080,7,803.9
1,552.0,9.835863,106.814640,7,709.2
1,560.0,9.681850,106.764200,7,613.1
1,568.0,9.527961,106.713760,7,515.7
1,576.0,9.374196,106.663320,7,416.8
1,584.0,9.220553,106.612880,7,316.6
1,592.0,9.067032,106.562440,7,215.0
1,600.0,8.913632,106.512000,7,112.0
1,608.0,8.760352,106.461560,7,007.6
1,616.0,8.607191,106.411120,6,901.9
1,624.0,8.454149,106.360680,6,794.7
1,632.0,8.301223,106.310240,6,686.2
1,640.0,8.148413,106.259800,6,576.3
1,648.0,7.995717,106.209360,6,465.0
1,656.0,7.843134,106.158920,6,352.4
1,664.0,7.690663,106.108480,6,238.3
1,672.0,7.538301,106.058040,6,122.9
1,680.0,7.386048,106.007600,6,006.1
1,688.0,7.233902,105.957160,5,887.9
1,696.0,7.081861,105.906720,5,768.3
1,704.0,6.929923,105.856280,5,647.3
1,712.0,6.778086,105.805840,5,525.0
1,720.0,6.626349,105.755400,5,401.3
1,728.0,6.474709,105.704960,5,276.2
1,736.0,6.323165,105.654520,5,149.7
1,744.0,6.171713,105.604080,5,021.8
1,752.0,6.020353,105.553640,4,892.6
1,760.0,5.869082,105.503200,4,761.9
1,768.0,5.717898,105.452760,4,629.9
1,776.0,5.566798,105.402320,4,496.5
1,784.0,5.415780,105.351880,4,361.7
1,792.0,5.264841,105.301440,4,225.5
1,800.0,5.113980,105.251000,4,088.0
1,808.0,4.963192,105.200560,3,949.1
1,816.0,4.812477,105.150120,3,808.8
1,824.0,4.661831,105.099680,3,667.1
1,832.0,4.511252,105.049240,3,524.0
1,840.0,4.360736,104.998800,3,379.5
1,848.0,4.210282,104.948360,3,233.7
1,856.0,4.059886,104.897920,3,086.5
1,864.0,3.909545,104.847480,2,937.8
1,872.0,3.759257,104.797040,2,787.9
1,880.0,3.609019,104.746600,2,636.5
1,888.0,3.458827,104.696160,2,483.7
1,896.0,3.308680,104.645720,2,329.6
1,904.0,3.158573,104.595280,2,174.1
1,912.0,3.008504,104.544840,2,017.2
1,920.0,2.858470,104.494400,1,858.9
1,928.0,2.708468,104.443960,1,699.2
1,936.0,2.558494,104.393520,1,538.2
1,944.0,2.408546,104.343080,1,375.7
1,952.0,2.258620,104.292640,1,211.9
1,960.0,2.108714,104.242200,1,046.7
1,968.0,1.958824,104.191760,880.1
1,976.0,1.808947,104.141320,712.2
1,984.0,1.659080,104.090880,542.8
1,992.0,1.509220,104.040440,372.1
2,000.0,1.359363,103.990000,200.0
