epoch,latitude,longitude,altitude_m
0.0,51.470000,-0.450000,200.0
8.0,51.411343,0.110920,372.1
16.0,51.352684,0.671840,542.8
24.0,51.294018,1.232760,712.2
32.0,51.235342,1.793680,880.1
1,760.0,37.323082,122.952400,4,761.9
1,768.0,37.263098,123.513320,4,629.9
1,776.0,37.203198,124.074240,4,496.5
1,784.0,37.143380,124.635160,4,361.7
1,792.0,37.083641,125.196080,4,225.5
1,800.0,37.023980,125.757000,4,088.0
1,808.0,36.964392,126.317920,3,949.1
1,816.0,36.904877,126.878840,3,808.8
1,824.0,36.845431,127.439760,3,667.1
1,832.0,36.786052,128.000680,3,524.0
1,840.0,36.726736,128.561600,3,379.5
1,848.0,36.667482,129.122520,3,233.7
1,856.0,36.608286,129.683440,3,086.5
1,864.0,36.549145,130.244360,2,937.8
1,872.0,36.490057,130.805280,2,787.9
1,880.0,36.431019,131.366200,2,636.5
1,888.0,36.372027,131.927120,2,483.7
1,896.0,36.313080,132.488040,2,329.6
1,904.0,36.254173,133.048960,2,174.1
1,912.0,36.195304,133.609880,2,017.2
1,920.0,36.136470,134.170800,1,858.9
1,928.0,36.077668,134.731720,1,699.2
1,936.0,36.018894,135.292640,1,538.2
1,944.0,35.960146,135.853560,1,375.7
1,952.0,35.901420,136.414480,1,211.9
1,960.0,35.842714,136.975400,1,046.7
1,968.0,35.784024,137.536320,880.1
1,976.0,35.725347,138.097240,712.2
1,984.0,35.666680,138.658160,542.8
1,992.0,35.608020,139.219080,372.1
2,000.0,35.549363,139.780000,200.0
