epoch,latitude,longitude,altitude_m
0.0,25.250000,55.370000,200.0
8.0,25.018263,55.753240,372.1
16.0,24.786524,56.136480,542.8
24.0,24.554778,56.519720,712.2
32.0,24.323022,56.902960,880.1
456.0,11.952752,77.214680,7,803.9
464.0,11.716626,77.597920,7,897.2
472.0,11.480373,77.981160,7,989.1
480.0,11.243996,78.364400,8,079.7
488.0,11.007492,78.747640,8,168.8
496.0,10.770862,79.130880,8,256.6
504.0,10.534106,79.514120,8,343.0
512.0,10.297224,79.897360,8,428.0
520.0,10.060216,80.280600,8,511.7
528.0,9.823081,80.663840,8,593.9
536.0,9.585821,81.047080,8,674.8
544.0,9.348436,81.430320,8,754.3
552.0,9.110926,81.813560,8,832.4
560.0,8.873291,82.196800,8,909.1
568.0,8.635532,82.580040,8,984.5
576.0,8.397650,82.963280,9,058.4
584.0,8.159645,83.346520,9,131.0
592.0,7.921518,83.729760,9,202.2
600.0,7.683270,84.113000,9,272.0
608.0,7.444902,84.496240,9,340.4
616.0,7.206416,84.879480,9,407.5
624.0,6.967811,85.262720,9,473.1
632.0,6.729089,85.645960,9,537.4
640.0,6.490252,86.029200,9,600.3
648.0,6.251301,86.412440,9,661.8
656.0,6.012237,86.795680,9,722.0
664.0,5.773061,87.178920,9,780.7
672.0,5.533775,87.562160,9,838.1
680.0,5.294382,87.945400,9,894.1
688.0,5.054881,88.328640,9,948.7
696.0,4.815276,88.711880,10,001.9
704.0,4.575567,89.095120,10,053.7
712.0,4.335758,89.478360,10,104.2
720.0,4.095849,89.861600,10,153.3
728.0,3.855842,90.244840,10,201.0
736.0,3.615741,90.628080,10,247.3
744.0,3.375546,91.011320,10,292.2
752.0,3.135260,91.394560,10,335.8
760.0,2.894886,91.777800,10,377.9
768.0,2.654425,92.161040,10,418.7
776.0,2.413880,92.544280,10,458.1
784.0,2.173253,92.927520,10,496.1
792.0,1.932546,93.310760,10,532.7
800.0,1.691763,93.694000,10,568.0
808.0,1.450906,94.077240,10,601.9
816.0,1.209976,94.460480,10,634.4
824.0,0.968978,94.843720,10,665.5
832.0,0.727914,95.226960,10,695.2
840.0,0.486785,95.610200,10,723.5
848.0,0.245596,95.993440,10,750.5
856.0,0.004348,96.376680,10,776.1
864.0,-0.236954,96.759920,10,800.2
872.0,-0.478310,97.143160,10,823.1
880.0,-0.719715,97.526400,10,844.5
888.0,-0.961166,97.909640,10,864.5
896.0,-1.202661,98.292880,10,883.2
904.0,-1.444197,98.676120,10,900.5
912.0,-1.685770,99.059360,10,916.4
920.0,-1.927378,99.442600,10,930.9
928.0,-2.169018,99.825840,10,944.0
936.0,-2.410686,100.209080,10,955.8
944.0,-2.652379,100.592320,10,966.1
952.0,-2.894095,100.975560,10,975.1
960.0,-3.135830,101.358800,10,982.7
968.0,-3.377581,101.742040,10,988.9
976.0,-3.619345,102.125280,10,993.8
984.0,-3.861118,102.508520,10,997.2
992.0,-4.102898,102.891760,10,999.3
1,000.0,-4.344681,103.275000,11,000.0
1,008.0,-4.586465,103.658240,10,999.3
1,016.0,-4.828246,104.041480,10,997.2
1,024.0,-5.070020,104.424720,10,993.8
1,032.0,-5.311785,104.807960,10,988.9
1,040.0,-5.553538,105.191200,10,982.7
1,048.0,-5.795275,105.574440,10,975.1
1,056.0,-6.036993,105.957680,10,966.1
1,064.0,-6.278690,106.340920,10,955.8
1,072.0,-6.520361,106.724160,10,944.0
1,080.0,-6.762005,107.107400,10,930.9
1,088.0,-7.003617,107.490640,10,916.4
1,096.0,-7.245195,107.873880,10,900.5
1,104.0,-7.486736,108.257120,10,883.2
1,112.0,-7.728236,108.640360,10,864.5
1,120.0,-7.969693,109.023600,10,844.5
1,128.0,-8.211104,109.406840,10,823.1
1,136.0,-8.452466,109.790080,10,800.2
1,144.0,-8.693775,110.173320,10,776.1
1,152.0,-8.935030,110.556560,10,750.5
1,160.0,-9.176227,110.939800,10,723.5
1,168.0,-9.417363,111.323040,10,695.2
1,176.0,-9.658436,111.706280,10,665.5
1,184.0,-9.899443,112.089520,10,634.4
1,192.0,-10.140381,112.472760,10,601.9
1,200.0,-10.381248,112.856000,10,568.0
1,208.0,-10.622040,113.239240,10,532.7
1,216.0,-10.862757,113.622480,10,496.1
1,224.0,-11.103394,114.005720,10,458.1
1,232.0,-11.343949,114.388960,10,418.7
1,240.0,-11.584421,114.772200,10,377.9
1,248.0,-11.824807,115.155440,10,335.8
1,256.0,-12.065104,115.538680,10,292.2
1,264.0,-12.305310,115.921920,10,247.3
1,272.0,-12.545424,116.305160,10,201.0
1,280.0,-12.785442,116.688400,10,153.3
1,288.0,-13.025364,117.071640,10,104.2
1,296.0,-13.265186,117.454880,10,053.7
1,304.0,-13.504908,117.838120,10,001.9
1,312.0,-13.744526,118.221360,9,948.7
1,320.0,-13.984040,118.604600,9,894.1
1,328.0,-14.223447,118.987840,9,838.1
1,336.0,-14.462747,119.371080,9,780.7
1,344.0,-14.701936,119.754320,9,722.0
1,352.0,-14.941015,120.137560,9,661.8
1,360.0,-15.179981,120.520800,9,600.3
1,368.0,-15.418832,120.904040,9,537.4
1,376.0,-15.657569,121.287280,9,473.1
1,384.0,-15.896188,121.670520,9,407.5
1,392.0,-16.134690,122.053760,9,340.4
1,400.0,-16.373073,122.437000,9,272.0
1,408.0,-16.611336,122.820240,9,202.2
1,416.0,-16.849478,123.203480,9,131.0
1,424.0,-17.087499,123.586720,9,058.4
1,432.0,-17.325396,123.969960,8,984.5
1,440.0,-17.563171,124.353200,8,909.1
1,448.0,-17.800822,124.736440,8,832.4
1,456.0,-18.038348,125.119680,8,754.3
1,464.0,-18.275749,125.502920,8,674.8
1,472.0,-18.513025,125.886160,8,593.9
1,480.0,-18.750175,126.269400,8,511.7
1,488.0,-18.987199,126.652640,8,428.0
1,496.0,-19.224098,127.035880,8,343.0
1,504.0,-19.460870,127.419120,8,256.6
1,512.0,-19.697515,127.802360,8,168.8
1,520.0,-19.934035,128.185600,8,079.7
1,528.0,-20.170429,128.568840,7,989.1
1,536.0,-20.406697,128.952080,7,897.2
1,544.0,-20.642839,129.335320,7,803.9
1,552.0,-20.878857,129.718560,7,709.2
1,560.0,-21.114750,130.101800,7,613.1
1,568.0,-21.350519,130.485040,7,515.7
1,576.0,-21.586164,130.868280,7,416.8
1,584.0,-21.821687,131.251520,7,316.6
1,592.0,-22.057088,131.634760,7,215.0
1,600.0,-22.292368,132.018000,7,112.0
1,608.0,-22.527528,132.401240,7,007.6
1,616.0,-22.762569,132.784480,6,901.9
1,624.0,-22.997491,133.167720,6,794.7
1,632.0,-23.232297,133.550960,6,686.2
1,640.0,-23.466987,133.934200,6,576.3
1,648.0,-23.701563,134.317440,6,465.0
1,656.0,-23.936026,134.700680,6,352.4
1,664.0,-24.170377,135.083920,6,238.3
1,672.0,-24.404619,135.467160,6,122.9
1,680.0,-24.638752,135.850400,6,006.1
1,688.0,-24.872778,136.233640,5,887.9
1,696.0,-25.106699,136.616880,5,768.3
1,704.0,-25.340517,137.000120,5,647.3
1,712.0,-25.574234,137.383360,5,525.0
1,720.0,-25.807851,137.766600,5,401.3
1,728.0,-26.041371,138.149840,5,276.2
1,736.0,-26.274795,138.533080,5,149.7
1,744.0,-26.508127,138.916320,5,021.8
1,752.0,-26.741367,139.299560,4,892.6
1,760.0,-26.974518,139.682800,4,761.9
1,768.0,-27.207582,140.066040,4,629.9
1,776.0,-27.440562,140.449280,4,496.5
1,784.0,-27.673460,140.832520,4,361.7
1,792.0,-27.906279,141.215760,4,225.5
1,800.0,-28.139020,141.599000,4,088.0
1,808.0,-28.371688,141.982240,3,949.1
1,816.0,-28.604283,142.365480,3,808.8
1,824.0,-28.836809,142.748720,3,667.1
1,832.0,-29.069268,143.131960,3,524.0
1,840.0,-29.301664,143.515200,3,379.5
1,848.0,-29.533998,143.898440,3,233.7
1,856.0,-29.766274,144.281680,3,086.5
1,864.0,-29.998495,144.664920,2,937.8
1,872.0,-30.230663,145.048160,2,787.9
1,880.0,-30.462781,145.431400,2,636.5
1,888.0,-30.694853,145.814640,2,483.7
1,896.0,-30.926880,146.197880,2,329.6
1,904.0,-31.158867,146.581120,2,174.1
1,912.0,-31.390816,146.964360,2,017.2
1,920.0,-31.622730,147.347600,1,858.9
1,928.0,-31.854612,147.730840,1,699.2
1,936.0,-32.086466,148.114080,1,538.2
1,944.0,-32.318294,148.497320,1,375.7
1,952.0,-32.550100,148.880560,1,211.9
1,960.0,-32.781886,149.263800,1,046.7
1,968.0,-33.013656,149.647040,880.1
1,976.0,-33.245413,150.030280,712.2
1,984.0,-33.477160,150.413520,542.8
1,992.0,-33.708900,150.796760,372.1
2,000.0,-33.940637,151.180000,200.0
