epoch,latitude,longitude,altitude_m
0.0,40.500000,-3.570000,200.0
8.0,40.552263,-3.536640,372.1
16.0,40.604524,-3.503280,542.8
24.0,40.656778,-3.469920,712.2
32.0,40.709022,-3.436560,880.1
560.0,44.003291,-1.234800,8,909.1
568.0,44.049532,-1.201440,8,984.5
576.0,44.095650,-1.168080,9,058.4
584.0,44.141645,-1.134720,9,131.0
592.0,44.187518,-1.101360,9,202.2
600.0,44.233270,-1.068000,9,272.0
608.0,44.278902,-1.034640,9,340.4
616.0,44.324416,-1.001280,9,407.5
624.0,44.369811,-0.967920,9,473.1
632.0,44.415089,-0.934560,9,537.4
640.0,44.460252,-0.901200,9,600.3
648.0,44.505301,-0.867840,9,661.8
656.0,44.550237,-0.834480,9,722.0
664.0,44.595061,-0.801120,9,780.7
672.0,44.639775,-0.767760,9,838.1
680.0,44.684382,-0.734400,9,894.1
688.0,44.728881,-0.701040,9,948.7
696.0,44.773276,-0.667680,10,001.9
704.0,44.817567,-0.634320,10,053.7
712.0,44.861758,-0.600960,10,104.2
720.0,44.905849,-0.567600,10,153.3
728.0,44.949842,-0.534240,10,201.0
736.0,44.993741,-0.500880,10,247.3
744.0,45.037546,-0.467520,10,292.2
752.0,45.081260,-0.434160,10,335.8
760.0,45.124886,-0.400800,10,377.9
768.0,45.168425,-0.367440,10,418.7
776.0,45.211880,-0.334080,10,458.1
784.0,45.255253,-0.300720,10,496.1
792.0,45.298546,-0.267360,10,532.7
800.0,45.341763,-0.234000,10,568.0
808.0,45.384906,-0.200640,10,601.9
816.0,45.427976,-0.167280,10,634.4
824.0,45.470978,-0.133920,10,665.5
832.0,45.513914,-0.100560,10,695.2
840.0,45.556785,-0.067200,10,723.5
848.0,45.599596,-0.033840,10,750.5
856.0,45.642348,-0.000480,10,776.1
864.0,45.685046,0.032880,10,800.2
872.0,45.727690,0.066240,10,823.1
880.0,45.770285,0.099600,10,844.5
888.0,45.812834,0.132960,10,864.5
896.0,45.855339,0.166320,10,883.2
904.0,45.897803,0.199680,10,900.5
912.0,45.940230,0.233040,10,916.4
920.0,45.982622,0.266400,10,930.9
928.0,46.024982,0.299760,10,944.0
936.0,46.067314,0.333120,10,955.8
944.0,46.109621,0.366480,10,966.1
952.0,46.151905,0.399840,10,975.1
960.0,46.194170,0.433200,10,982.7
968.0,46.236419,0.466560,10,988.9
976.0,46.278655,0.499920,10,993.8
984.0,46.320882,0.533280,10,997.2
992.0,46.363102,0.566640,10,999.3
1,000.0,46.405319,0.600000,11,000.0
1,008.0,46.447535,0.633360,10,999.3
1,016.0,46.489754,0.666720,10,997.2
1,024.0,46.531980,0.700080,10,993.8
1,032.0,46.574215,0.733440,10,988.9
1,040.0,46.616462,0.766800,10,982.7
1,048.0,46.658725,0.800160,10,975.1
1,056.0,46.701007,0.833520,10,966.1
1,064.0,46.743310,0.866880,10,955.8
1,072.0,46.785639,0.900240,10,944.0
1,080.0,46.827995,0.933600,10,930.9
1,088.0,46.870383,0.966960,10,916.4
1,096.0,46.912805,1.000320,10,900.5
1,104.0,46.955264,1.033680,10,883.2
1,112.0,46.997764,1.067040,10,864.5
1,120.0,47.040307,1.100400,10,844.5
1,128.0,47.082896,1.133760,10,823.1
1,136.0,47.125534,1.167120,10,800.2
1,144.0,47.168225,1.200480,10,776.1
1,152.0,47.210970,1.233840,10,750.5
1,160.0,47.253773,1.267200,10,723.5
1,168.0,47.296637,1.300560,10,695.2
1,176.0,47.339564,1.333920,10,665.5
1,184.0,47.382557,1.367280,10,634.4
1,192.0,47.425619,1.400640,10,601.9
1,200.0,47.468752,1.434000,10,568.0
1,208.0,47.511960,1.467360,10,532.7
1,216.0,47.555243,1.500720,10,496.1
1,224.0,47.598606,1.534080,10,458.1
1,232.0,47.642051,1.567440,10,418.7
1,240.0,47.685579,1.600800,10,377.9
1,248.0,47.729193,1.634160,10,335.8
1,256.0,47.772896,1.667520,10,292.2
1,264.0,47.816690,1.700880,10,247.3
1,272.0,47.860576,1.734240,10,201.0
1,280.0,47.904558,1.767600,10,153.3
1,288.0,47.948636,1.800960,10,104.2
1,296.0,47.992814,1.834320,10,053.7
1,304.0,48.037092,1.867680,10,001.9
1,312.0,48.081474,1.901040,9,948.7
1,320.0,48.125960,1.934400,9,894.1
1,328.0,48.170553,1.967760,9,838.1
1,336.0,48.215253,2.001120,9,780.7
1,344.0,48.260064,2.034480,9,722.0
1,352.0,48.304985,2.067840,9,661.8
1,360.0,48.350019,2.101200,9,600.3
1,368.0,48.395168,2.134560,9,537.4
1,376.0,48.440431,2.167920,9,473.1
1,384.0,48.485812,2.201280,9,407.5
1,392.0,48.531310,2.234640,9,340.4
1,400.0,48.576927,2.268000,9,272.0
1,408.0,48.622664,2.301360,9,202.2
1,416.0,48.668522,2.334720,9,131.0
1,424.0,48.714501,2.368080,9,058.4
1,432.0,48.760604,2.401440,8,984.5
1,440.0,48.806829,2.434800,8,909.1
1,448.0,48.853178,2.468160,8,832.4
1,456.0,48.899652,2.501520,8,754.3
1,464.0,48.946251,2.534880,8,674.8
1,472.0,48.992975,2.568240,8,593.9
1,480.0,49.039825,2.601600,8,511.7
1,488.0,49.086801,2.634960,8,428.0
1,496.0,49.133902,2.668320,8,343.0
1,504.0,49.181130,2.701680,8,256.6
1,512.0,49.228485,2.735040,8,168.8
1,520.0,49.275965,2.768400,8,079.7
1,528.0,49.323571,2.801760,7,989.1
1,536.0,49.371303,2.835120,7,897.2
1,544.0,49.419161,2.868480,7,803.9
1,552.0,49.467143,2.901840,7,709.2
1,560.0,49.515250,2.935200,7,613.1
1,568.0,49.563481,2.968560,7,515.7
1,576.0,49.611836,3.001920,7,416.8
1,584.0,49.660313,3.035280,7,316.6
1,592.0,49.708912,3.068640,7,215.0
1,600.0,49.757632,3.102000,7,112.0
1,608.0,49.806472,3.135360,7,007.6
1,616.0,49.855431,3.168720,6,901.9
1,624.0,49.904509,3.202080,6,794.7
1,632.0,49.953703,3.235440,6,686.2
1,640.0,50.003013,3.268800,6,576.3
1,648.0,50.052437,3.302160,6,465.0
1,656.0,50.101974,3.335520,6,352.4
1,664.0,50.151623,3.368880,6,238.3
1,672.0,50.201381,3.402240,6,122.9
1,680.0,50.251248,3.435600,6,006.1
1,688.0,50.301222,3.468960,5,887.9
1,696.0,50.351301,3.502320,5,768.3
1,704.0,50.401483,3.535680,5,647.3
1,712.0,50.451766,3.569040,5,525.0
1,720.0,50.502149,3.602400,5,401.3
1,728.0,50.552629,3.635760,5,276.2
1,736.0,50.603205,3.669120,5,149.7
1,744.0,50.653873,3.702480,5,021.8
1,752.0,50.704633,3.735840,4,892.6
1,760.0,50.755482,3.769200,4,761.9
1,768.0,50.806418,3.802560,4,629.9
1,776.0,50.857438,3.835920,4,496.5
1,784.0,50.908540,3.869280,4,361.7
1,792.0,50.959721,3.902640,4,225.5
1,800.0,51.010980,3.936000,4,088.0
1,808.0,51.062312,3.969360,3,949.1
1,816.0,51.113717,4.002720,3,808.8
1,824.0,51.165191,4.036080,3,667.1
1,832.0,51.216732,4.069440,3,524.0
1,840.0,51.268336,4.102800,3,379.5
1,848.0,51.320002,4.136160,3,233.7
1,856.0,51.371726,4.169520,3,086.5
1,864.0,51.423505,4.202880,2,937.8
1,872.0,51.475337,4.236240,2,787.9
1,880.0,51.527219,4.269600,2,636.5
1,888.0,51.579147,4.302960,2,483.7
1,896.0,51.631120,4.336320,2,329.6
1,904.0,51.683133,4.369680,2,174.1
1,912.0,51.735184,4.403040,2,017.2
1,920.0,51.787270,4.436400,1,858.9
1,928.0,51.839388,4.469760,1,699.2
1,936.0,51.891534,4.503120,1,538.2
1,944.0,51.943706,4.536480,1,375.7
1,952.0,51.995900,4.569840,1,211.9
1,960.0,52.048114,4.603200,1,046.7
1,968.0,52.100344,4.636560,880.1
1,976.0,52.152587,4.669920,712.2
1,984.0,52.204840,4.703280,542.8
1,992.0,52.257100,4.736640,372.1
2,000.0,52.309363,4.770000,200.0
